,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GROWTH / willing to change,"(('life', 'NN'), 21)","(('friends', 'NNS'), 10)","(('addiction', 'NN'), 9)","(('way', 'NN'), 9)","(('drugs', 'NNS'), 9)","(('able', 'JJ'), 8)","(('up', 'RP'), 7)","(('coaster', 'NN'), 7)","(('when', 'WRB'), 7)","(('that', 'WDT'), 7)","(('miracle', 'NN'), 6)","(('going', 'VBG'), 6)","(('time', 'NN'), 6)","(('people', 'NNS'), 6)","(('first', 'JJ'), 6)","(('lot', 'NN'), 6)","(('what', 'WP'), 5)","(('day', 'NN'), 5)","(('change', 'NN'), 5)","((""'s"", 'POS'), 5)"
GUILT,"(('friends', 'NNS'), 3)","(('detox', 'NN'), 2)","(('people', 'NNS'), 2)","(('terrible', 'JJ'), 2)","(('that', 'WDT'), 2)","(('guilt', 'NN'), 2)","(('years', 'NNS'), 1)","(('better', 'JJR'), 1)","(('worried', 'JJ'), 1)","(('money', 'NN'), 1)","(('course', 'NN'), 1)","(('refund', 'NN'), 1)","(('morals', 'NNS'), 1)","(('worse', 'JJR'), 1)","(('nobody', 'NN'), 1)","(('problem', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('beautiful', 'JJ'), 1)","(('behaviour', 'NN'), 1)","(('love', 'NN'), 1)"
HABITS,"(('habits', 'NNS'), 5)","(('bad', 'JJ'), 4)","(('behavior', 'NN'), 2)","(('more', 'JJR'), 2)","(('means', 'NN'), 2)","(('busting', 'VBG'), 2)","(('stress', 'NN'), 1)","(('Meditation', 'NN'), 1)","(('task', 'NN'), 1)","(('engaged', 'VBN'), 1)","(('i.e', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('stripping', 'VBG'), 1)","(('finding', 'VBG'), 1)","(('Yoga', 'NN'), 1)","(('new', 'JJ'), 1)","(('repeating', 'VBG'), 1)","(('ways', 'NNS'), 1)","(('hand', 'NN'), 1)","(('drug-seeking', 'JJ'), 1)"
HARDSHIP,"(('life', 'NN'), 10)","(('that', 'WDT'), 9)","(('hardships', 'NNS'), 7)","(('been', 'VBN'), 5)","(('what', 'WP'), 3)","(('friends', 'NNS'), 3)","(('drugs', 'NNS'), 3)","(('problems', 'NNS'), 3)","(('where', 'WRB'), 3)","(('addiction', 'NN'), 3)","(('something', 'NN'), 2)","(('system', 'NN'), 2)","(('negative', 'JJ'), 2)","(('challenge', 'NN'), 2)","(('years', 'NNS'), 2)","(('pot', 'NN'), 2)","(('emotion', 'NN'), 2)","(('made', 'VBN'), 2)","(('how', 'WRB'), 2)","(('easy', 'JJ'), 2)"
HEALING,"(('things', 'NNS'), 9)","(('addiction', 'NN'), 6)","(('what', 'WP'), 4)","(('pot', 'NN'), 4)","(('wife', 'NN'), 4)","(('other', 'JJ'), 3)","(('people', 'NNS'), 3)","(('damage', 'NN'), 3)","(('recovery', 'NN'), 3)","(('soul', 'NN'), 3)","(('that', 'WDT'), 3)","(('been', 'VBN'), 3)","(('anything', 'NN'), 2)","(('out', 'RP'), 2)","(('consequence', 'NN'), 2)","(('work', 'NN'), 2)","(('new', 'JJ'), 2)","(('life', 'NN'), 2)","(('friends', 'NNS'), 2)","(('where', 'WRB'), 2)"
HIGHER POWER / confidence,"(('recovery', 'NN'), 4)","(('God', 'NNP'), 4)","(('changes', 'NNS'), 3)","(('today', 'NN'), 3)","(('up', 'RP'), 3)","(('that', 'WDT'), 3)","(('foods', 'NNS'), 2)","(('when', 'WRB'), 2)","(('true', 'JJ'), 2)","(('past', 'JJ'), 2)","(('most', 'RBS'), 2)","(('difficult', 'JJ'), 2)","(('power', 'NN'), 2)","(('there', 'EX'), 2)","(('higher', 'JJR'), 2)","(('catches', 'NNS'), 1)","(('What＊s', 'NNP'), 1)","(('same', 'JJ'), 1)","(('anything', 'NN'), 1)","(('negative', 'JJ'), 1)"
HIGHER POWER / surrender,"(('God', 'NNP'), 8)","(('life', 'NN'), 7)","(('anger', 'NN'), 5)","(('When', 'WRB'), 4)","(('universe', 'NN'), 4)","(('way', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('power', 'NN'), 3)","(('more', 'RBR'), 3)","(('gutter', 'NN'), 3)","(('more', 'JJR'), 3)","(('that', 'WDT'), 3)","(('positive', 'JJ'), 3)","(('clean', 'JJ'), 2)","(('being', 'VBG'), 2)","(('today', 'NN'), 2)","(('knowledge', 'NN'), 2)","(('problems', 'NNS'), 2)","(('angry', 'JJ'), 2)","(('connected', 'VBN'), 2)"
HOPE,"(('drugs', 'NNS'), 6)","(('future', 'NN'), 6)","(('only', 'JJ'), 5)","(('gratification', 'NN'), 5)","(('anger', 'NN'), 5)","(('life', 'NN'), 4)","(('way', 'NN'), 4)","(('being', 'VBG'), 3)","(('God', 'NNP'), 3)","(('time', 'NN'), 3)","(('getting', 'VBG'), 3)","(('dope', 'NN'), 3)","(('day', 'NN'), 3)","(('one', 'CD'), 3)","(('positive', 'JJ'), 3)","(('same', 'JJ'), 2)","(('worse', 'JJR'), 2)","(('better', 'RBR'), 2)","(('friendless', 'NN'), 2)","(('hug', 'NN'), 2)"
HUMOR,"(('problem', 'NN'), 2)","(('I＊ll', 'NNP'), 2)","(('going', 'VBG'), 1)","(('hill', 'NN'), 1)","(('utter', 'JJ'), 1)","(('least', 'JJS'), 1)","(('mountain', 'NN'), 1)","(('that', 'WDT'), 1)","(('mole', 'NN'), 1)","(('Creating', 'VBG'), 1)","(('noticed', 'VBN'), 1)","(('air', 'NN'), 1)","(('boredom', 'NN'), 1)","(('thin', 'JJ'), 1)","(('making', 'VBG'), 1)","(('award', 'NN'), 1)","(('when', 'WRB'), 1)","(('everything', 'NN'), 1)","(('there', 'EX'), 1)","(('drawn', 'VBN'), 1)"
INFLUENCES,"(('people', 'NNS'), 18)","(('friends', 'NNS'), 11)","(('who', 'WP'), 10)","(('recovery', 'NN'), 7)","(('when', 'WRB'), 6)","(('that', 'WDT'), 6)","(('triggers', 'NNS'), 5)","(('up', 'RP'), 4)","(('life', 'NN'), 4)","(('things', 'NNS'), 4)","(('family', 'NN'), 4)","(('how', 'WRB'), 4)","(('negative', 'JJ'), 3)","(('what', 'WP'), 3)","(('healthy', 'JJ'), 3)","(('positive', 'JJ'), 3)","(('don＊t', 'NN'), 3)","(('new', 'JJ'), 3)","(('relapse', 'NN'), 3)","(('steps', 'NNS'), 3)"
INNER / SELF / Inventory,"(('vulnerable', 'JJ'), 7)","(('Today', 'NN'), 5)","(('when', 'WRB'), 4)","(('how', 'WRB'), 4)","(('actions', 'NNS'), 4)","(('plan', 'NN'), 4)","(('addiction', 'NN'), 4)","(('life', 'NN'), 3)","(('When', 'WRB'), 3)","(('inventory', 'NN'), 3)","(('recovery', 'NN'), 3)","(('personal', 'JJ'), 3)","(('drugs', 'NNS'), 3)","(('accountable', 'JJ'), 3)","(('own', 'JJ'), 3)","(('relationships', 'NNS'), 3)","(('longer', 'RBR'), 2)","(('strengths', 'NNS'), 2)","(('important', 'JJ'), 2)","(('hood', 'NN'), 2)"
INNER / SELF / awareness,"(('addiction', 'NN'), 9)","(('triggers', 'NNS'), 8)","(('life', 'NN'), 8)","(('when', 'WRB'), 7)","(('depression', 'NN'), 7)","(('way', 'NN'), 6)","(('instinct', 'NN'), 6)","(('drugs', 'NNS'), 6)","(('own', 'JJ'), 5)","(('每', 'NNP'), 5)","(('able', 'JJ'), 5)","(('hints', 'NNS'), 5)","(('每', 'NN'), 5)","(('negative', 'JJ'), 5)","(('thoughts', 'NNS'), 5)","(('how', 'WRB'), 4)","(('inner', 'JJ'), 4)","(('using', 'VBG'), 4)","(('peace', 'NN'), 4)","((""'s"", 'POS'), 4)"
INNER / SELF / balance,"(('life', 'NN'), 8)","(('people', 'NNS'), 8)","(('pot', 'NN'), 7)","(('what', 'WP'), 6)","(('that', 'WDT'), 6)","(('able', 'JJ'), 6)","(('doing', 'VBG'), 4)","(('who', 'WP'), 4)","(('when', 'WRB'), 4)","(('addiction', 'NN'), 4)","(('out', 'RP'), 3)","(('When', 'WRB'), 3)","(('positive', 'JJ'), 3)","(('connections', 'NNS'), 3)","(('shame', 'NN'), 3)","(('way', 'NN'), 3)","(('change', 'NN'), 2)","(('up', 'RP'), 2)","(('challenge', 'NN'), 2)","(('something', 'NN'), 2)"
INNER / SELF / beliefs & insight,"(('life', 'NN'), 14)","(('drugs', 'NNS'), 11)","(('motives', 'NNS'), 9)","((""'s"", 'POS'), 8)","(('others', 'NNS'), 8)","(('what', 'WP'), 7)","(('being', 'VBG'), 6)","(('addiction', 'NN'), 6)","(('own', 'JJ'), 6)","(('that', 'WDT'), 6)","(('when', 'WRB'), 5)","(('layers', 'NNS'), 5)","(('inner', 'JJ'), 5)","(('inventory', 'NN'), 5)","(('What', 'WP'), 5)","(('much', 'JJ'), 5)","(('new', 'JJ'), 5)","(('mindset', 'NN'), 5)","(('freedom', 'NN'), 5)","(('little', 'JJ'), 4)"
INNER / SELF / harmony & inner peace,"(('things', 'NNS'), 10)","(('inner', 'JJ'), 9)","(('peace', 'NN'), 9)","(('When', 'WRB'), 7)","(('life', 'NN'), 7)","(('drugs', 'NNS'), 7)","(('one', 'CD'), 7)","(('recovery', 'NN'), 6)","(('time', 'NN'), 6)","(('that', 'WDT'), 6)","(('soul', 'NN'), 5)","(('been', 'VBN'), 5)","(('way', 'NN'), 5)","(('disguise', 'NN'), 5)","(('how', 'WRB'), 5)","(('hard', 'JJ'), 4)","(('thinker', 'NN'), 4)","(('friends', 'NNS'), 4)","(('mood', 'NN'), 4)","(('there', 'EX'), 4)"
INNER / SELF / patterns,"(('that', 'WDT'), 16)","(('when', 'WRB'), 15)","(('going', 'VBG'), 13)","(('life', 'NN'), 13)","(('addiction', 'NN'), 10)","(('new', 'JJ'), 8)","(('things', 'NNS'), 8)","(('old', 'JJ'), 7)","(('pot', 'NN'), 7)","(('habits', 'NNS'), 6)","(('way', 'NN'), 6)","(('there', 'EX'), 6)","(('drugs', 'NNS'), 6)","(('bad', 'JJ'), 5)","(('other', 'JJ'), 5)","(('been', 'VBN'), 5)","(('triggers', 'NNS'), 5)","(('one', 'CD'), 5)","(('being', 'VBG'), 4)","(('doing', 'VBG'), 4)"
INNER /SELF / true self,"(('life', 'NN'), 4)","(('friends', 'NNS'), 4)","(('feelings', 'NNS'), 4)","(('drugs', 'NNS'), 3)","(('how', 'WRB'), 3)","(('lot', 'NN'), 3)","(('much', 'JJ'), 2)","(('decision', 'NN'), 2)","(('ill', 'JJ'), 2)","(('house', 'NN'), 2)","(('torch', 'NN'), 2)","(('path', 'NN'), 2)","(('nothing', 'NN'), 2)","(('trashed', 'JJ'), 1)","(('anger', 'SYM'), 1)","(('sobriety', 'NN'), 1)","(('experience', 'NN'), 1)","(('decisions', 'NNS'), 1)","(('detox', 'NN'), 1)","(('When', 'WRB'), 1)"
INNER MASTERY / beliefs & awareness,"(('excuses', 'NNS'), 18)","(('motivation', 'NN'), 12)","(('drugs', 'NNS'), 9)","(('addiction', 'NN'), 8)","(('beliefs', 'NNS'), 7)","(('instinct', 'NN'), 7)","(('good', 'JJ'), 7)","(('When', 'WRB'), 6)","(('每', 'NNP'), 6)","(('world', 'NN'), 5)","(('bad', 'JJ'), 5)","(('friends', 'NNS'), 5)","(('what', 'WP'), 5)","(('life', 'NN'), 5)","(('recovery', 'NN'), 4)","(('new', 'JJ'), 4)","(('meter', 'NN'), 4)","(('time', 'NN'), 4)","(('strong', 'JJ'), 4)","(('who', 'WP'), 4)"
INNER MASTERY / challenge & resilience,"(('recovery', 'NN'), 10)","(('life', 'NN'), 8)","(('problem', 'NN'), 7)","(('when', 'WRB'), 7)","(('that', 'WDT'), 7)","(('one', 'CD'), 7)","(('challenges', 'NNS'), 7)","(('things', 'NNS'), 6)","(('going', 'VBG'), 5)","(('trying', 'VBG'), 5)","(('what', 'WP'), 4)","(('obstacles', 'NNS'), 4)","(('room', 'NN'), 4)","(('next', 'JJ'), 4)","(('been', 'VBN'), 4)","(('there', 'EX'), 4)","(('more', 'JJR'), 4)","(('God', 'NNP'), 4)","(('more', 'RBR'), 4)","(('being', 'VBG'), 3)"
INNER MASTERY / self control,"(('triggers', 'NNS'), 9)","(('addiction', 'NN'), 8)","(('when', 'WRB'), 6)","(('that', 'WDT'), 6)","(('life', 'NN'), 5)","(('things', 'NNS'), 5)","(('pot', 'NN'), 4)","(('urge', 'NN'), 4)","(('more', 'JJR'), 4)","(('trigger', 'NN'), 4)","(('stores', 'NNS'), 3)","(('strong', 'JJ'), 3)","(('time', 'NN'), 3)","(('good', 'JJ'), 3)","(('nudity', 'NN'), 3)","(('home', 'NN'), 3)","(('liquor', 'NN'), 3)","(('one', 'CD'), 3)","(('way', 'NN'), 3)","(('part', 'NN'), 3)"
INNER MASTERY / strength,"(('life', 'NN'), 6)","(('today', 'NN'), 3)","(('when', 'WRB'), 3)","(('way', 'NN'), 3)","(('misery', 'NN'), 3)","(('recovery', 'NN'), 3)","(('that', 'WDT'), 3)","(('addiction', 'NN'), 3)","(('comfortable', 'JJ'), 3)","(('urges', 'NNS'), 3)","(('one', 'CD'), 3)","(('more', 'RBR'), 3)","(('anything', 'NN'), 2)","(('beliefs', 'NNS'), 2)","(('doing', 'VBG'), 2)","(('anxiety', 'NN'), 2)","(('using', 'VBG'), 2)","(('mind', 'NN'), 2)","(('what', 'WP'), 2)","(('normal', 'JJ'), 2)"
INNER MASTERY / take a step back,"(('what', 'WP'), 6)","(('when', 'WRB'), 5)","(('more', 'RBR'), 5)","(('how', 'WRB'), 4)","(('gratification', 'NN'), 4)","(('edge', 'NN'), 4)","(('why', 'WRB'), 3)","(('angry', 'JJ'), 3)","(('taking', 'VBG'), 3)","(('saying', 'VBG'), 3)","(('work', 'NN'), 3)","(('time', 'NN'), 3)","(('baby', 'JJ'), 3)","(('anger', 'NN'), 3)","(('others', 'NNS'), 3)","(('steps', 'NNS'), 3)","(('master', 'NN'), 2)","(('Delaying', 'VBG'), 2)","(('being', 'VBG'), 2)","(('doing', 'VBG'), 2)"
INNER MASTERY / tools & processes,"(('recovery', 'NN'), 6)","(('negative', 'JJ'), 5)","(('thoughts', 'NNS'), 5)","(('problem', 'NN'), 4)","(('chance', 'NN'), 4)","(('work', 'NN'), 4)","(('that', 'WDT'), 4)","(('own', 'JJ'), 4)","(('depression', 'NN'), 4)","(('life', 'NN'), 3)","(('lot', 'NN'), 3)","(('plan', 'NN'), 3)","(('foods', 'NNS'), 3)","(('time', 'NN'), 3)","(('how', 'WRB'), 3)","(('disease', 'NN'), 3)","(('addictive', 'JJ'), 3)","(('positive', 'JJ'), 3)","(('out', 'RP'), 3)","(('friends', 'NNS'), 3)"
INNER POWER,"(('life', 'NN'), 6)","(('news', 'NN'), 5)","(('bad', 'JJ'), 5)","(('power', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('wins', 'NNS'), 3)","(('little', 'JJ'), 3)","(('that', 'WDT'), 3)","(('good', 'JJ'), 3)","(('gutter', 'NN'), 3)","(('strong', 'JJ'), 2)","(('who', 'WP'), 2)","(('when', 'WRB'), 2)","(('stable', 'JJ'), 2)","(('more', 'RBR'), 2)","(('how', 'WRB'), 2)","(('feelings', 'NNS'), 2)","(('How', 'WRB'), 2)","(('more', 'JJR'), 2)","(('something', 'NN'), 2)"
INNER POWER / Decisions,"(('impulses', 'NNS'), 7)","(('decisions', 'NNS'), 5)","(('recovery', 'NN'), 5)","(('beliefs', 'NNS'), 4)","(('life', 'NN'), 4)","(('when', 'WRB'), 4)","(('that', 'WDT'), 4)","(('thoughts', 'NNS'), 4)","(('old', 'JJ'), 4)","(('Today', 'NN'), 4)","(('negative', 'JJ'), 3)","(('what', 'WP'), 3)","(('things', 'NNS'), 3)","(('When', 'WRB'), 3)","(('how', 'WRB'), 3)","(('taking', 'VBG'), 3)","(('beliefs', 'NN'), 3)","(('addiction', 'NN'), 3)","(('power', 'NN'), 3)","(('thought', 'NN'), 2)"
INNER POWER / Fears & Strength,"(('that', 'WDT'), 6)","(('new', 'JJ'), 5)","(('challenges', 'NNS'), 5)","(('dead', 'JJ'), 4)","(('end', 'NN'), 4)","(('Today', 'NN'), 4)","(('room', 'NN'), 4)","(('one', 'CD'), 4)","(('up', 'RP'), 3)","(('life', 'NN'), 3)","(('challenge', 'NN'), 3)","(('changes', 'NNS'), 2)","(('change', 'NN'), 2)","(('been', 'VBN'), 2)","(('problems', 'NNS'), 2)","(('problem', 'NN'), 2)","(('only', 'JJ'), 2)","(('wave', 'NN'), 2)","(('addiction', 'NN'), 2)","(('way', 'NN'), 2)"
INNER POWER / Self control & willpower,"(('that', 'WDT'), 16)","(('things', 'NNS'), 10)","(('life', 'NN'), 9)","(('recovery', 'NN'), 7)","(('everything', 'NN'), 7)","(('people', 'NNS'), 7)","(('abstinence', 'NN'), 6)","(('what', 'WP'), 6)","(('when', 'WRB'), 6)","(('addiction', 'NN'), 6)","(('time', 'NN'), 6)","(('something', 'NN'), 6)","(('urges', 'NNS'), 6)","(('one', 'CD'), 6)","(('important', 'JJ'), 5)","(('mind', 'NN'), 5)","(('news', 'NN'), 5)","(('impulses', 'NNS'), 5)","(('system', 'NN'), 4)","(('how', 'WRB'), 4)"
INNER POWER / Tools,"(('drugs', 'NNS'), 9)","(('addiction', 'NN'), 6)","(('world', 'NN'), 5)","(('life', 'NN'), 5)","(('when', 'WRB'), 5)","(('damage', 'NN'), 5)","(('way', 'NN'), 5)","(('detox', 'NN'), 4)","(('friends', 'NNS'), 4)","(('that', 'WDT'), 4)","(('discomfort', 'NN'), 4)","(('crutch', 'NN'), 4)","(('been', 'VBN'), 4)","(('years', 'NNS'), 3)","(('how', 'WRB'), 3)","(('logical', 'JJ'), 3)","(('feelings', 'NNS'), 3)","(('rehab', 'NN'), 3)","((""'s"", 'POS'), 3)","(('using', 'VBG'), 3)"
INNER POWER / Vulnerability,"(('addiction', 'NN'), 10)","(('life', 'NN'), 7)","(('who', 'WP'), 5)","(('things', 'NNS'), 5)","(('recovery', 'NN'), 5)","(('Today', 'NN'), 5)","(('when', 'WRB'), 4)","(('admitting', 'VBG'), 4)","(('When', 'WRB'), 4)","(('excuses', 'NNS'), 4)","(('people', 'NNS'), 4)","(('problem', 'NN'), 4)","(('power', 'NN'), 4)","(('others', 'NNS'), 4)","(('up', 'RP'), 3)","(('I＊m', 'NNP'), 3)","(('ways', 'NNS'), 3)","(('what', 'WP'), 3)","(('lying', 'VBG'), 3)","(('going', 'VBG'), 3)"
INTUITION,"(('opportunities', 'NNS'), 2)","(('thought', 'NN'), 1)","(('down', 'RP'), 1)","(('abundant', 'JJ'), 1)","(('negative', 'JJ'), 1)","(('addiction', 'NN'), 1)","(('self-talk', 'NN'), 1)","(('compass', 'NN'), 1)","(('attack', 'NN'), 1)","(('when', 'WRB'), 1)","(('intuition', 'NN'), 1)","(('same', 'JJ'), 1)","(('limitless', 'JJ'), 1)","(('allowing', 'VBG'), 1)","(('paper', 'NN'), 1)","(('that', 'WDT'), 1)","(('inner', 'JJ'), 1)","(('prime', 'JJ'), 1)","(('thought-stoppers', 'NNS'), 1)","(('filled', 'VBN'), 1)"
JEALOUSY,"(('jealousy', 'NN'), 3)","(('what', 'WP'), 2)","(('own', 'JJ'), 2)","(('more', 'JJR'), 2)","(('that', 'WDT'), 2)","(('more', 'RBR'), 2)","(('going', 'VBG'), 1)","(('Focusing', 'VBG'), 1)","(('better', 'JJR'), 1)","(('recovery', 'NN'), 1)","(('financial', 'JJ'), 1)","(('judging', 'VBG'), 1)","(('life', 'NN'), 1)","(('fearful', 'NN'), 1)","(('street', 'NN'), 1)","(('feeling', 'VBG'), 1)","(('growth', 'NN'), 1)","(('serenity', 'NN'), 1)","(('sucked', 'VBN'), 1)","(('Peoples＊', 'NNP'), 1)"
JOY,"(('endorphins', 'NNS'), 4)","(('brain', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('people', 'NNS'), 3)","(('when', 'WRB'), 3)","(('future', 'NN'), 3)","((""'s"", 'POS'), 3)","(('job', 'NN'), 2)","(('life', 'NN'), 2)","(('sad', 'JJ'), 2)","(('drug', 'NN'), 2)","(('addiction', 'NN'), 2)","(('what', 'WP'), 2)","(('own', 'JJ'), 2)","(('ways', 'NNS'), 2)","(('dope', 'NN'), 2)","(('great', 'JJ'), 2)","(('addicted', 'VBN'), 2)","(('beloved', 'JJ'), 2)","(('good', 'JJ'), 2)"
JUDGMENTS,"(('addict', 'NN'), 5)","(('people', 'NNS'), 4)","(('what', 'WP'), 4)","(('junk', 'NN'), 4)","(('junkie', 'NN'), 4)","(('life', 'NN'), 4)","(('own', 'JJ'), 3)","(('jealousy', 'NN'), 3)","(('trash', 'NN'), 3)","(('judging', 'VBG'), 2)","(('judgments', 'NNS'), 2)","(('group', 'NN'), 2)","(('more', 'JJR'), 2)","(('judgment', 'NN'), 2)","(('more', 'RBR'), 2)","(('that', 'WDT'), 2)","(('living', 'VBG'), 2)","(('Being', 'VBG'), 2)","(('role', 'NN'), 2)","(('stigma', 'NN'), 2)"
LABELS / STIGMA,"(('stigma', 'NN'), 8)","(('addict', 'NN'), 8)","(('who', 'WP'), 7)","(('life', 'NN'), 6)","(('people', 'NNS'), 6)","(('lot', 'NN'), 6)","(('label', 'NN'), 5)","(('labels', 'NNS'), 5)","(('what', 'WP'), 5)","(('addicted', 'VBN'), 5)","(('junkie', 'NN'), 5)","(('recovery', 'NN'), 5)","((""'s"", 'POS'), 4)","(('friends', 'NNS'), 4)","(('been', 'VBN'), 4)","(('more', 'JJR'), 4)","(('addicts', 'NNS'), 4)","(('being', 'VBG'), 3)","(('when', 'WRB'), 3)","(('thing', 'NN'), 3)"
LAPSE,"(('recovery', 'NN'), 2)","(('Relapse', 'NNP'), 2)","(('doing', 'VBG'), 1)","(('feels', 'NNS'), 1)","(('happen', 'NN'), 1)","(('Today', 'NN'), 1)","(('today', 'NN'), 1)","(('inevitable', 'JJ'), 1)","(('power', 'NN'), 1)","(('stronger', 'JJR'), 1)","(('perfect', 'JJ'), 1)","(('what', 'WP'), 1)","(('people', 'NNS'), 1)","(('insight', 'NN'), 1)","(('part', 'NN'), 1)","(('everything', 'NN'), 1)","(('clearer', 'NN'), 1)","(('mistakes', 'NNS'), 1)","(('Perfect', 'JJ'), 1)",
LONELINESS,"(('people', 'NNS'), 2)","(('drinking', 'VBG'), 1)","(('unhealthy', 'JJ'), 1)","(('embracing', 'VBG'), 1)","(('humanity', 'NN'), 1)","(('don＊t', 'NN'), 1)","(('that', 'WDT'), 1)","(('distancing', 'VBG'), 1)","(('offering', 'VBG'), 1)","(('what＊s', 'JJ'), 1)","(('healthy', 'JJ'), 1)","(('who', 'WP'), 1)","(('what', 'WP'), 1)","(('When', 'WRB'), 1)","(('anyone', 'NN'), 1)","(('toxic', 'NN'), 1)",,,,
LOVE ,"(('love', 'NN'), 5)","(('how', 'WRB'), 4)","(('something', 'NN'), 4)","(('drugs', 'NNS'), 3)","(('life', 'NN'), 3)","(('children', 'NNS'), 3)","(('thing', 'NN'), 3)","(('anything', 'NN'), 2)","(('years', 'NNS'), 2)","(('first', 'JJ'), 2)","(('husband', 'NN'), 2)","(('return', 'NN'), 2)","(('better', 'JJR'), 2)","(('been', 'VBN'), 2)","(('there', 'EX'), 2)","(('ability', 'NN'), 2)","(('that', 'WDT'), 2)","(('75', 'CD'), 1)","(('beautiful', 'JJ'), 1)","(('What＊s', 'NNP'), 1)"
MINDSET,"(('plans', 'NNS'), 3)","(('when', 'WRB'), 3)","(('Today', 'NN'), 2)","(('best', 'JJS'), 2)","(('beliefs', 'NNS'), 2)","(('how', 'WRB'), 2)","(('today', 'NN'), 2)","(('time', 'NN'), 2)","(('other', 'JJ'), 2)","(('much', 'JJ'), 1)","(('control', 'NN'), 1)","(('something', 'NN'), 1)","(('anything', 'NN'), 1)","(('experience', 'NN'), 1)","(('next', 'JJ'), 1)","(('impulsive', 'JJ'), 1)","(('plan', 'NN'), 1)","(('irrational', 'JJ'), 1)","(('consideration', 'NN'), 1)","(('alcohol', 'NN'), 1)"
MINDSET / Clear headed,"(('coaster', 'NN'), 10)","(('addiction', 'NN'), 10)","(('life', 'NN'), 9)","(('out', 'RP'), 8)","(('drugs', 'NNS'), 8)","(('brain', 'NN'), 8)","(('doing', 'VBG'), 7)","(('friends', 'NNS'), 7)","(('triggers', 'NNS'), 7)","(('people', 'NNS'), 6)","(('more', 'RBR'), 6)","(('happy', 'JJ'), 5)","(('disease', 'NN'), 5)","(('own', 'JJ'), 5)","(('years', 'NNS'), 5)","(('mind', 'NN'), 5)","(('who', 'WP'), 5)","(('things', 'NNS'), 5)","(('mindset', 'NN'), 5)","(('每', 'NN'), 5)"
MINDSET / Future sobriety,"(('life', 'NN'), 18)","(('recovery', 'NN'), 14)","(('that', 'WDT'), 13)","(('friends', 'NNS'), 9)","(('time', 'NN'), 9)","(('how', 'WRB'), 8)","(('motivation', 'NN'), 8)","(('going', 'VBG'), 8)","(('每', 'NNP'), 8)","(('drugs', 'NNS'), 8)","(('when', 'WRB'), 7)","(('been', 'VBN'), 7)","(('way', 'NN'), 7)","(('day', 'NN'), 7)","(('future', 'NN'), 7)","(('getting', 'VBG'), 7)","(('thoughts', 'NNS'), 7)","(('slate', 'NN'), 7)","(('what', 'WP'), 6)","(('being', 'VBG'), 6)"
MINDSET / Perceptions,"(('what', 'WP'), 6)","(('life', 'NN'), 5)","(('others', 'NNS'), 5)","(('addiction', 'NN'), 5)","(('honesty', 'NN'), 4)","(('line', 'NN'), 4)","(('finish', 'JJ'), 4)","(('how', 'WRB'), 4)","(('going', 'VBG'), 4)","(('When', 'WRB'), 4)","(('something', 'NN'), 3)","(('clean', 'JJ'), 3)","(('way', 'NN'), 3)","(('attitude', 'NN'), 3)","(('more', 'RBR'), 3)","(('negative', 'JJ'), 2)","(('doing', 'VBG'), 2)","(('someone', 'NN'), 2)","(('personal', 'JJ'), 2)","(('pot', 'NN'), 2)"
MINDSET / deal with frustration,"(('when', 'WRB'), 2)","(('Working', 'VBG'), 1)","(('upset', 'VBN'), 1)","(('situation', 'NN'), 1)","(('tool', 'NN'), 1)","(('excellent', 'JJ'), 1)","(('what', 'WP'), 1)","(('root', 'NN'), 1)","(('off-guard', 'JJ'), 1)","(('uncomfortable', 'JJ'), 1)","(('having', 'VBG'), 1)","(('many', 'JJ'), 1)","(('why', 'WRB'), 1)","(('order', 'NN'), 1)","(('life', 'NN'), 1)","(('that', 'WDT'), 1)","(('difficult', 'JJ'), 1)","(('feelings', 'NNS'), 1)","(('gotten', 'VBN'), 1)","(('jams', 'NNS'), 1)"
MINDSET / identify weaknesses,"(('when', 'WRB'), 10)","(('addiction', 'NN'), 9)","(('When', 'WRB'), 5)","(('that', 'WDT'), 5)","(('one', 'CD'), 5)","(('what', 'WP'), 4)","(('pot', 'NN'), 4)","(('feelings', 'NNS'), 4)","(('crutch', 'NN'), 4)","(('out', 'RP'), 3)","(('easy', 'JJ'), 3)","(('life', 'NN'), 3)","(('real', 'JJ'), 3)","(('cravings', 'NNS'), 3)","(('more', 'JJR'), 3)","(('feeling', 'VBG'), 3)","(('drugs', 'NNS'), 3)","(('drug', 'NN'), 3)","(('danger', 'NN'), 3)","(('way', 'NN'), 3)"
