RAW,CATS,WELLGOS,FOCUS,N,GENDER
"Peace and serenity are two of the side benefits of recovery. Before recovery, I thrived on chaos and I was constantly in a state of anxiousness. I had no idea that such a better life awaited me through putting down the addictive substances that I thought I had to have. I didn’t think I could relate to people without the substances I abused. Talk about addictive thinking. Putting down addictive substances has opened a channel for peace in my life that I never thought I would experience. Do I feel peaceful every single day? Not necessarily, but a good or bad day in recovery is 10x better than a day in my disease.","INNER / SELF / harmony & inner peace,FREEDOM / future & growth,SOBRIETY / celebrate & progress","Peace Sweetener,Inner Freedom Forager,NEW LIFE / POSSIBILITIES",DRUGS/ALC,Shar,female
"How do I work on my procrastination? I struggle with this defect on a regular basis. Sometimes, I can break a big project that I have been procrastinating about into smaller projects so the project is easier to manage. It’s like baby steps instead of scaling the entire staircase. I can handle the baby steps associated with certain projects. Focusing on the whole task often brings about the procrastination. Another thing that helps is focusing on parts of the project and then revisiting it again the next day. This way, I have a fresh perspective and can give a good effort to what needs to be done. I can also bookend the task. Talk to a recovering friend and tell them what I plan to do to get started, then begin the project and talk to someone when I am done.","PROGRESS / start small,COMMITMENTS,COMMUNITY / sharing,BABY STEPS / Help & support","Killer Kickstarter,The Procrastina-shunner,WAIT AND SWITCH / Small steps,NEW PATTERN PAINTER / share & learn",DRUGS/ALC,Shar,female
"Recovery opens my heart and makes me a kinder wife and mother. All of my recovery behaviors are the catalyst for kindness. If I am in relapse, I am depressed, moody, miserable and not fun to be around. Maintaining fit, spiritual condition in my program can almost guarantee that I will be more kind to others most of the time. If I am having difficulty and am not feeling kind, I can share with another recovering member or my sponsor and work on my feelings.","VULNERABILITY / others who’ve been there,COMPASSION,INNER / SELF / harmony & inner peace","Kindness Kickstarter,VULNERABILITY / support from others,Metta Motivator,Soul Synchronizer",DRUGS/ALC,Shar,female
"A few things in my program can kick start my serenity. A long walk, a yoga class, reading program literature, talking to a recovering friend, or reading a meditation reading. When I am feeling stressed writing is also an excellent tool that aids in my recovery and can help me feel more serene and peaceful. Getting my feelings down on paper and releasing them to my higher power makes me feel better. Sometimes, rather than focusing on what I assume the problem is, I focus on other more positive aspects of my recovery which is very helpful. When I am not in a good place, it’s important that I look at my kit of “peace Kickstarter” behaviors that will help me towards feeling more serene.","GROWTH / behavior & habits,FREEDOM / peace & harmony,INNER / SELF / awareness","Peace Kickstarter,New Pattern Painter,Feelings Fantasizer,Perspective Detective",DRUGS/ALC,Shar,female
"I hate the labels addict and alcoholic. Although I had alcoholism in my family, I was so focused on the stigma, I may never have gotten help if I had to go to AA first. Society puts such a negative emphasis on the “ism” and not the recovering addicts. I wish that more people would embrace the recovering people in their lives with love and support instead of expecting them to fail. I would love to erase the labels that people use for addicts along with the negative connotations that go along with them. If that would happen, I think more people would embrace a life of recovery.","LABELS / STIGMA,MINDSET / imperfection & acceptance,INFLUENCES","Label Eraser,Stigma Stigmatizer,Alienation Alleviationator",DRUGS/ALC,Shar,female
"I faced my labels – alcoholic and food addict and now feel liberated from the stigmas attached to them. Now, that I am on the other side of these labels and see the recovery from these addictions, I have a different perspective. An addict who admits they have a problem, reaches out and gets recovery is a GOOD THING. Often, I hear more about the practicing addicts and not those who are successful members of society because they got help. All addicts deserve respect and kindness no matter where they are in their recovery.","LABELS / STIGMA,COMPASSION,WORTHINESS / self love & acceptance","Label Liberator,The Empathologist,Confidence Caffeinator,Stigma Striker",DRUGS/ALC,Shar,female
"I often wonder, how I survived a life of addiction. Both my early childhood, with an alcoholic parent and a lot of painful dysfunction in my home. How did God choose to save me and not someone else? When I first found out my father was being treated for alcoholism when I was in high school I thought it was the worst thing that could possibly happen. Today, I feel that I was blessed with recovery because my father had a problem and I knew that no matter what happened, there was always help out there for me. In my disease, I felt that I was trying to fill a black hole that could never be filled. Little did I know that hole was in my soul and that God could and would fill that hole in my sole if he were sought. I am grateful to be a soulfull survivor, today.","GRATITUDE / opportunities,GOD / thy will,HOPE,FAITH","Soul Survivor,God Grounder,Thy Will Be Doner,Gratitude Goosebumper",DRUGS/ALC,Shar,female
"How taking responsibility ripples positively in the community Taking responsibility for my mistakes is not an easy thing to do. Especially, the big ones. I don’t want to share them with anyone. By keeping secrets, I am doomed to either make the same mistakes or relapse. Facing my mistakes and owning up to them is what I have to do to learn and grow in recovery. By taking responsibility and making amends to those I have harmed, I am teaching others that it is ok to admit that we are not perfect, that we make mistakes. One of the benefits of taking responsibility for my actions is that it is contagious. I notice that my husband is more apt to apologize and take responsibility for his mistakes because of my example. I also believe that it is an important lesson that I teach my children that I am not perfect and can take responsibility for my part in an argument or situation.","ACCOUNTABILITY / Own up,RESPONSIBILITY,VULNERABILITY / learning and mistakes","Responsibility Rippler,ADMIT / accountability,VULNERABILITY / mistakes & learning",DRUGS/ALC,Shar,female
"Shame is a tough feeling to shake. As an addict, I tend to be very self-critical, I want to be perfect. I don’t like to admit that I make some pretty huge mistakes. I made a mistake recently that I am still having difficulty shaking the shame and guilt that have overwhelmed me. When I make mistakes, I can beat myself up pretty well. I understand that I am a work in progress and I am not perfect. I can and will get better if I stop the self-harm and shaming behaviors. If I make a mistake, I can say, “Thank you God for another opportunity to learn from another mistake.” Some of the mistakes I make, can help others so they don’t have to make the same ones. By sharing my mistakes with other people, I can use my defects in a more positive way.","SHAME,MINDSET / imperfection & acceptance,VULNERABILITY / learning and mistakes","The Deshamer,VULNERABILITY / mistakes & learning,Imperfections TBH,Blunder Blesser",DRUGS/ALC,Shar,female
"I reach out to certain friends in recovery when I am struggling. People that know me and can support me without judging me for where I am. I have one really close friend in recovery who we are like program buddies and spend a lot of time sharing with one another. If one of us is struggling, the other reaches out to let them know that if they need anything we are available to help them when they are ready. It is nice to have people in my life to support me in my recovery. Having sponsors or mentors who are recovering is really helpful. I recently struggled with a problem, I did some writing and was really feeling agitated about it. I planned to spend ￼￼￼￼￼￼time with my current sponsor that evening, but called an old sponsor in the morning and shared about my problem with her. It was helpful to share with both of them and get their insights on my problem. Who is in your Sobriety SOS Support Team?","VULNERABILITY / to support my sobriety,COMMUNITY / ask for assistance,WORTHINESS / connections & sharing","Sobriety SOS’r,NEW PATTERN PAINTER / support groups,RELATIONSHIPS / Healthy & supportive,VULNERABILITY / reach out for help",DRUGS/ALC,Shar,female
"Staying sober is like a son of a bitch experience, but also, a sob story, has dual meanings On a good day, it seems sobriety is such a blessing in my life. When I am struggling and my disease comes out to play and I am in emotional turmoil, sobriety is an SOB, a pain in the neck and a thorn in my side. It’s not easy being clean and working through tough feelings. But, when you come out on the other side of a challenging issue without picking up, there are usually lessons and blessings associated with those challenges. These are the gifts of living a sober life.","SOBRIETY / costs & benefits,GRATITUDE / progress & growth,CONFIDENCE /  obstacles & challenge","Sobriety SOB’r,Black Hole Blesser,The Blessifier,I-Opener",DRUGS/ALC,Shar,female
"Some people who don’t understand addiction often only understand the addict, they don’t really understand what a recovering addict is. In this way, they are more apt to stigmatize a food addict in a negative way and not understand what a recovering food addict even really looks like. I try to share my recovery with people in hopes that they will have a better understanding of addiction as well as recovery. People don’t know what they don’t know and the more we open up to people the greater the understanding will be.","LABELS / STIGMA,COMMUNITY / connection with others,WORTHINESS / connections & sharing","Stigma Stigmatizer,NEW PATTERN PAINTER / share & learn,RELATIONSHIPS / Build connections & community",DRUGS/ALC,Shar,female
"Death of a loved one can change the way we live. If we know someone who has had an addiction and been taken too soon, it is a wakeup call for our own recovery. Wake up calls alone will not keep us sober, we need to recommit to do the work to stay healthy and live a long productive life. I have experienced the loss of a close friend who suffered from addiction. For me, it was a wakeup call because I stopped and she kept going. God chose to save me. I have been blessed with a gift and I need to treat my recovery like a gift and not take it for granted.","CHANGE / motivations,MINDSET / Future sobriety,FREEDOM / tools & strategies","Grave Trigger,NEW PATTERN PAINTER / motivations,Soul Survivor,The Dynamotivator",DRUGS/ALC,Shar,female
"Abstinence... it was a hard thing for me to appreciate as a youth, largely because I didn't have the contrast of addiction to compare it to. Though it stood above all else, abstinence was not my choice – I just had nothing to abstain from. Once I screwed that up by doing drugs, abstinence certainly lost its place atop my clearheaded mind. Addiction took the throne, and soon, abstinence was the least important of all things - if I was abstinent, how could I get my fix? That's not a sustainable lifestyle, though. Things soon fell apart - I lost everything. Friends, family, shelter. As these things fell out of my grip, I came to realize that the only way I could restore them was through abstinence. Knowing this, I forced myself through detox - and, once again, I hold abstinence above all else.","SOBRIETY / costs & benefits,ABSTINENCE,INNER POWER / Self control & willpower,CHANGE / mental confidence","Abstainer Amazer,Demon Dethroner ,COMMITMENT knitter / above all else,Sobriety Soulmater",DRUGS/ALC,Nigel,male
"It took a long time for me to sail through stormy addictions, battle shark-like cravings that struck relentlessly. After years of fighting my way through the rough seas of addiction, I found myself - at long last - clean, and sober. I'd steered my boat to the sea of Abstinence. I'd be foolish to not worry about relapse, though, so I'll need to anchor myself to abstinence. There's a few things I'm doing - I've mad some changes to my close friend group. While I'm still friends with people who use, I can't surround myself with them all the time. Complete honesty with myself and those arround me assures that if I look like I'm about to slip, somebody can catch me. I've been anchored here in abstinence for quite some time, and the water's great !","ABSTINENCE,COMMUNITY / healthy relationships,SOBRIETY / maintaining & will power","COMMITMENT knitter / abstinence confidence,RELATIONSHIPS / Healthy & supportive,Inner Light Illuminator,Braverade",DRUGS/ALC,Nigel,male
"Accidents happen. I've known that since childhood. Sometimes, something happens for no good reason, and it sucks. Maybe someone spills their coffee on their carpet, maybe someone stubs their toe. In my case, I got addicted to drugs. I had to accept my addiction before I could accept it as an accident. For most of my dependency, I refused to accept I had a problem - that way, I had nothing to fix. I hadn't made any accidents, and I had no reason to apologize to myself. As I lost friends, I began to accept those as accidents - not my own fault. ""He doesn't want to talk to me? What an idiot - all I did was accidentally say something mean."" I 'accidentally' lost my house. When I 'accidentally' lost my girlfriend, I started thinking about how maybe I'd accidentally fallen into an unsustainable lifestyle. That acceptance allowed me to see all the damage I'd done, and take it upon myself. I had no desire to to drugs after this - the last few years had just been one, drawn-out accident. Through sober eyes, I accept that now - and I don't think I'll ever go back.","VULNERABILITY / learning and mistakes,ACCOUNTABILITY / damage confess,TRUTH / Inventory,CONFESSION","RAW SOUL REVEALER / past mistakes,ADMIT / accountability,Responsibility Baby Stepper,CLOSET CONFESSOR / Inventory",DRUGS/ALC,Nigel,male
"I used to always hurt - anxiety, depression, and insecurity were a big part of my life, and by early teenagehood I'd admitted this much to myself. In a feeble attempt to stop the pain, I started using drugs. What really took strength to admit was not the emotional pain I felt as a teen - it was admitting that the Band-Aid I'd slapped over my problems was causing me more agony than ever before. Suddenly, the solution had become more of a problem than the problem had ever been - and it took me years to accept that. Taking that bandage off allowed the wounds to heal themselves, and now I'm happier than ever.","AGONY,INNER MASTERY / strength,TRUTH / Admit addiction","Pain Abstainer,CLOSET CONFESSOR / Admit addiction,Whole Soul Healer,Inner Soul X-Rayer",DRUGS/ALC,Nigel,male
"Exploring for alternatives was what got me into drugs in the first place. I was curious to dive into a lifestyle that received so much criticism in the media, and had been talked down on so much. What was all the hype? I found out pretty quick, and this new 'alternative' became my everyday habit. I grew dependent to the point that I started losing friends. All but my closest friends had left me, and only when my girlfriend did, too, did I consider that maybe I needed to make a change. There weren't a whole lot of alternatives to explore at first - either I sit in my trashed apartment and wait for my landlord to come take me out with the garbage, or get off my ass and go to detox. I did the latter, and since going through that pain, I've got a whole world of alternatives to explore!","DEAD END,TRUTH / dark past,MINDSET / Future sobriety","Dead End Defier ,Addiction AMF’r,Lost Benefit Lamenter,Inner Trash Trasher",DRUGS/ALC,Nigel,male
"I always thought myself to be a humble dude. I'd apologize all the time, even for things that I didn't have to. I just didn't want anyone to feel bad. I didn't apologize for getting into drugs, though - that was something I held dear for quite a few years. As I became more addicted, I became a worse person. I broke a lot of friendships off by being selfish, I lost a good relationship and housing situation. The whole world was falling apart in front of me, and only once I had nothing left did I decide... maybe I should go to detox. So, I did. After that, I was able to start making amends to the people I'd hurt.","AMENDS,RECONCILIATON,CONFESSION / damage & hurt","Relationship Dedamager,The First Amender,CLOSET CONFESSOR / Face truths,NEW PATTERN PAINTER / admit & amends",DRUGS/ALC,Nigel,male
"Anger has never been one of my issues. I was a calm child, a calm preteen. My gateway drug was marijuana, which certainly accentuated this. I graduated quickly from smoking weed to smoking heroin, though - and heroin deprived my brain of a lot of positive emotion. I treated my friends like crap, but of course, I would never think I was doing so. They would tell me, try to arrest my anger and ration with me – but this only made me more angry. I needed someone to arrest my anger, and I couldn't do it myself. It took me the loss of everything important before I realized that the only way I could stop my problems was my stopping my addiction. Rehab would be my anger arrester. I bit the bullet and went through the painful process of detox. Each day the agony of withdrawal coursed through my body, I felt the residual anger depart with it. Upon my completion of detox, I found that I was, once again, anger free – and this time, much more appreciative of the positivity in my life.","ANGER,FREEDOM / tools & strategies,SOBRIETY / maintaining & will power,MINDSET / tolerate discomfort","Lost Benefit Lamenter,Relationship Dedamager,Venom Vaporizer,NEW PATTERN PAINTER / admit & amends",DRUGS/ALC,Nigel,male
"It certainly wasn't autopilot that drove me to start using drugs. That was a carefully (mis)calculated decision, dotted with doubts and apprehension. I overrode my autopilot, but it came back with a vengeance once I developed an addiction. Similar to an average Joe's autopilot, I'd wake up, eat breakfast, go to work - but mine followed the more aggressive routine of: wake up sick, skip breakfast, go find money for drugs. That was the autopilot that coordinated my life for too many years. Eventually, I hit a point where it truly auto-stopped: I woke up one day, seeing the trashed apartment my girlfriend had just left me in, the empty parking space where my truck had sat, the vacant couches where friends could have been lounging. After all that, I finally noticed that I had a problem. That was the last day I used.","DEAD END,CHANGE / motivations,TRUTH / Admit addiction","Autopilot Auto X’r,Dead End Deluder,Addiction AMF’r,The Dynamotivator,Bitter Truth Taster",DRUGS/ALC,Nigel,male
"Baby steps didn't only take me towards recovery - they also, in a perverse way, guided me into addiction. I didn't dive headfirst into drug dependency - like a lot of addicts, I started with alcohol, graduated to illegal substances, and then worked my way towards the 'harder' drugs. Just like I took small steps towards my addiction, I had to take small steps through the recovery process. Keeping hold of the idea that even a small step towards sobriety is bringing me in the right direction, I was able to ease my way back into society. Something as small as having a conversation and a laugh with an old friend can be the step strong enough to lead into a full stride towards rehabilitation.","BABY STEPS / first steps,PROGRESS / start small,SOBRIETY","Baby Step Embracer,Progress Painter,WAIT AND SWITCH / Small steps,Sobriety 101'r",DRUGS/ALC,Nigel,male
" Bad news is easy to refuse. I didn't want to accept that my car got impounded, or that my grandfather died. These are facts, though, and can only be refused for so long. When I became dependent on drugs, I refused any bad news that I heard about myself to no end. My friends would speak about my usage like it was bad news – and I'd cast their suggestions out the window. Addiction isn't tangible. I couldn't walk out the door and see that my life had fallen out of my control - so I refused this news, until it became obvious to me that I had a problem too big to fix by myself. I stopped refusing the news, and by doing that, I stopped refusing myself the support I needed to be sober. I accepted myself, my mistakes, and the big headline hanging over my life reading: ""I AM NOW A JUNKIE."" Accepting this news allowed me to make the changes I needed to go clean, and now there's nothing but good news - which I can't see myself ever wanting to refuse","CONFESSION / denial,TRUTH / Admit addiction,MINDSET / imperfection & acceptance","Denial Denyer,CLOSET CONFESSOR / Admit addiction,Worthy Soul’r,Inner I-Opener",DRUGS/ALC,Nigel,male
"I never wanted to be a junkie; nobody does. Because of this, I'd always find scapegoats to pin my behaviour on. I didn't need to cover up my depression - other people were just treating me unfairly and it was their fault I had to use. I'd blame relapses on my anxiety, instead of seeking other methods of therapy. The entire years I spent as a junkie, I would blame anyone and anything just to avoid accepting who I'd become. Placing blame externally, I've learned, will change nothing. One day I woke up and realized my entire life had fallen apart, and I had nobody left to blame but myself. Once I saw that, I realized that nobody else needed to change - it was me. This has carried weight in my life since then: even if I feel I'm being attacked, I'll never make myself the victim. Getting angry, being sad, refusing to accept life as it is - this is my choice, and I'm the one to blame. Knowing this, I've cast negative emotions out of my life and can live happily even in tough situations.","BLAME,CONFIDENCE /  obstacles & challenge,RESPONSIBILITY","Blame Changer,Victim Vanquisher,Responsibility Rebooter",DRUGS/ALC,Nigel,male
"I've always been what a polite person would call ""behaviourally challenged."" I didn't listen in school, I skipped class, bent the rules at home, started doing drugs and drinking in public. I was okay with this, but I had a slew of people try and reinformed some positive behaviour in me. That certainly failed, because by sixteen I was addicted to heroin and close to living on the streets. The dope reinforned my BAD behaviours, and I found myself in a vicious spiral. Everything I'd worked towards began to fall apart in front of me. All my close relationships were sacrificied to my marriage with heroin. My jobs were lost. Eventually I lost my house, and I realized I'd been enforcing the wrong behaviour. I managed to get myself into detox, and afterwards I learned a lot of techniques for reinforcing behaviour. I have triggers and weaknesses, but I also have strengths and values. Focussing on the latter allows me to act in a virtuous way.","GROWTH / behavior & habits,INNER POWER / Tools,SOBRIETY / behavior & action","Bad Habit Butcher,Self awareness / habits & behavior,WAIT AND SWITCH / Progress,New Pattern Painter / grit & progress",DRUGS/ALC,Nigel,male
"I've always believed that a belief is meant to be challenged. Nothing in life is so concrete that you should defend it with your life, so I'd always question people on their stances. It amazed me how many people would double back and realize that their beliefs weren't backed by anything. I developed a very strong drug dependency in my teenagehood. I lost a lot of friends during this period - because I wouldn't accept their outstretched hands when they tried to hold me back from falling to rock bottom. I challenged everything they said - ""I'm not a junkie, I just use recreationally... I'm not dopesick, I have a cold..."" The addiction took everything I'd looked for, and when I had nothing left but the unwashed clothes on my back and a pile of garbage, I thought that maybe something had gone wrong. My beliefs weren't right. I was a junkie, and I needed to get help - so I did. Now I'm sober and still ready to challenge people's beliefs - as long as I hallenge my own, too.","TRUTH / self honesty,CHANGE / beliefs,SOBRIETY / costs & benefits","Belief Superseder,CLOSET CONFESSOR / Face truths,Lost Benefit Lamenter",DRUGS/ALC,Nigel,male
"I've always focused on the greater benefit – even in bad situations. Call me an optimist – even a stubbed toe gives me the benefit of a raised pain tolerance to focus on. When I first experimented with drugs – unfortunately – I still focused on the benefits. I'd ignore comedowns, I'd ignore mood swings, and I'd only focus on the intense euphoria that accompanied the experiences. This, of course, led me into a downward spiral of addiction. I was misguided for many years. Instead of focusing on sobriety and the benefits it could hold for me, I'd focus on the benefits of getting some dope to cure my sickness. This only made the cycle worse. Eventually, I lost everything important to me – my house, my friends, my girlfriend. There were, literally, no benefits to focus on – aside from the possibility that sobriety might make things better. I went through detox. During withdrawals, knowing that I couldn't access dope, I focused on the benefits of sobriety. This would get rid of the sickness. The cravings would slowly disappear – I had new things to focus on, and they were much healthier and much more rewarding. Once I finished detox, I could once again focus on the beautiful beenfits that a sober life can offer me.","SOBRIETY / costs & benefits,GROWTH / goals & future,DENIAL","Insanity SOS’r,Delusion Detector,Lost Benefit Lamenter,Rainbow Hunter",DRUGS/ALC,Nigel,male
"The bipolar coaster was one hell of a ride. It would bounce back and forth from exciting and euphoric, to terrifying and miserable. I rode this coaster for years - with a bipolar girlfriend to complement it. With my drug-induced mood swings and her diagnosed mania, amplified by our addiction, the bipolar coaster became the most unstable vehicle to drag us through our lives. I saw happy people from the view atop the bipolar coaster. I was certain they were faking it. Nobody could be happy constantly - not if I couldn't. These people were bound to find misery soon, I thought, just as the coaster swung me into a paradoxical state of euphoria. After I lost my friends and my girlfriend, I had time to think to myself about who I used to be. I remembered thatI had been happy. I had felt joy and excitement before – my friends had too. And it had lasted! Amazing! Where had that joy gone? I guess I'd smoked it. I wanted to get off this coaster because it was ruining my chance to be happy, so I went through detox. I'm on board a different coaster now - call it the Clarity-Coaster.","MINDSET / Clear headed,GROWTH / willing to change,BABY STEPS / first steps","Bipolar Coaster,Rainbow Hunter,Inner Freedom Forager,Sobriety 101'r",DRUGS/ALC,Nigel,male
"The truth is something that an addict likes to hide from, and this only made me grow more and more bitter. Through denial, lies, and the mask I constantly wore to protect (or hide from) myself, I couldn't hope to know who I really was. As my addiction spiraled downwards, though, telltale signs became obvious. What I should have known from the beginning was only told to me when I saw the derelict life I had driven myself into. With no apartment, no girlfriend, and no friends, my experience was the only thing that could drill the bitter truth into my head: I was an addict. With that nugget of truth burrowed into my heart, I couldno choice but to seek help.","BITTERNESS,TRUTH / self honesty,VULNERABILITY / Show true self","Bitter Truth Taster,CLOSET CONFESSOR / Face truths,Soul-vation ,VULNERABILITY / reach out for help",DRUGS/ALC,Nigel,male
" I lived in the dark for a long time. With only the flame on my lighter to guide me, I was a lonely, drug-addicted bottom feeder. I liked it, though - it was just me and the dope, nobody to bother us - except my girlfriend. Having a relationship as a junkie is hard, and one week when things were getting particularly stressful, I woke up to find the apartment trashed. My girlfriend had taken her most important things and the next thing I heard from her was a text message telling me she was on a plane across the country. Plot twist. This brightened my brain to the reality of the situation - my apartment was trashed, I had gotten fired, my truck got impounded - I wasn't going anywhere. With this new intellectual illumination, I brought myself into detox and cleaned up my act. Even the darkest nights are still bright now!","TRUTH / Costs,CHANGE / motivations,GROWTH / learning & mistakes","Black Hole Blesser,Killer Kickstarter,Addiction AMF’r",DRUGS/ALC,Nigel,male
"My brain functioned alright as a young teen. I was smart, I got good grades, and I thought I knew what I was doing. I was so confident in my cerebral activity that I decided doing drugs would be a good idea. So sure of myself, I didn't realize that I was doing damage to myself and my others. I didn't need to change a thing – I was just doing drugs because I enjoyed them. They made me more creative, more productive... it was great! For a while. The initial benefits wore off quick though, and I found myself in a spiral of addiction that lasted several years. This spiral sucked the roof from over my head, the friends from my life, the love from my relationships. I was left with nothing but myself and my corrupted brain, and I realized that I needed a reboot. I'd been doing things wrong. The only way I could reboot my brain was by going through rehab, so I did. The painful week I went through was enough to reboot my brain, and when my new operating system loaded, I felt better than ever before. My decisions were clear, my emotions were under control – and life, once again, looked bright.","MINDSET / Clear headed,PROGRESS / future & hope,CONFESSION / damage & hurt","Lost Benefit Lamenter,Brain Unchainer,NEW LIFE / POSSIBILITIES,Damage Doctor",DRUGS/ALC,Nigel,male
"As an addict, I burned a lot of bridges – good and bad. In the first couple years of addictions, I burned bridges with my close friends, my loved ones – even parts of myself. Eventually, though, I had no bridges left to burn but the one with myself and my drug dealers. I chose to burn the one that connected me to drugs. Through a vigorous detox, I burnt all the bridges with my dealers and my drug-addicted friends. I came out clean and sober, and this gave me the tools I needed to build back the bridges I'd burnt. It took quite a while – my friends were so distant now that they were apprehensive about putting the work in to rebuild a bridge that I'd so callously destroyed. With patience, honesty, and love, I was able to bring back some connections I'd thought were gone forever – and now, I have more solid relationships than ever.","VULNERABILITY / Connection,COMMUNITY / healthy relationships,RECONCILIATON","Relationship Redeemer,Bad Influence Butcher,RELATIONSHIPS / Healthy & supportive,Amender Befriender",DRUGS/ALC,Nigel,male
"Since childhood, I wanted to burn as few bridges as possible. Even during disagreements with friends, I realized that completely separating from them would destroy chances for future good times. I made sure my bridges stood strong enough to withstand the ages - until I got into drugs. I wish I hadn't shattered as many relationships as I had, but my motives were fogged by my addiction. I simply couldn't have a stable relationship, because my intimate connection with dope always had to come first. My friends knew this, and once it became apparent that my dope was my priority, a lot of people chose not to talk to me. As my friends faded from my life, I soon found myself completely alone. I had burnt the wrong bridges – and the only way I could build up what I'd lost was to burn the right ones. I'd burnt bridges of close friends and family, when really I should have destroyed those of drug dealers and fellow addicts. This needed to stop, otherwise I'd be an addict for the rest of my life. With all the strength I could muster, I set fire to the connections that adhered me to the life of an addict. I left the shambles of my life behind, watching flames consume the bridges I crossed to meet my dealers. I went through rehab, and found myself with a new set of tools that I've since been using to mend all the bridges I'd burnt with close friends during my addiction.","TRUTH / dark past,COMMUNITY / healthy relationships,VULNERABILITY / Connection,RECONCILIATON","Relationship Redeemer,VULNERABILITY / connections,Amender Befriender",DRUGS/ALC,Nigel,male
"It takes a special type of person to give people the brutal honesty they need to change, and a special type of person to accept honesty as criticism instead of judgment. As an addict, I refused to accept anything negative about myself – even when spoken by the most integral of my few remaining friends. I was right, they were wrong - that's just the way it was. Once my life hit the gutter, I started to realize that they'd been right. I was wrong. Denial got me nowhere. I soon saw that the only way I could get better was by being brutally honest with myself. I was a junkie who needed help.Admitting that and getting help has let me grow into a much better personbecause I'm not afraid to change things about myself that I would have refused to accept.","GROWTH / willing to change,TRUTH / self honesty,TRUTH / Admit addiction","Pride Puffer,VULNERABILITY / Radical self honesty,Denial Denyer,CLOSET CONFESSOR / Face truths",DRUGS/ALC,Nigel,male
"When I got into drugs, their initial appeal was that they allowed me to socialize freely. My anxieties were inhibited. I made friends - yes, real friends, not just ""high"" friends - with lasting connecions that I'd been too afraid to approach before. Life was great! I wish I'd simply taken the skills and confidence with me and stopped using, but I hoped that the drugs would keep making my life better. I switched up substances, got into heroin, and developed a huge addiction. The friends I'd made disappeared, and this made me bitter and salty. I built a huge brick wall around my personality; the only thing people could see was an addict staring out from a slit in between the cracked bricks. Eventually, my addiction took over. I was too sick to take care of my house or my girl, and I lost 'em both. I'd trapped myself in this stupid situation, and the only way I could escape was to break down the brick wall erected by my own miserable existence. Beyond its crumbled walls, all I could see was detox - so that's where I went.","CONFIDENCE /  obstacles & challenge,SOBRIETY / costs & benefits,MINDSET / no matter what","Brick Wall Bulldozer,Block Climber,RELATIONSHIPS / Healthy & supportive,Misery Doctor",DRUGS/ALC,Nigel,male
" As a young lad, I embraced change in all the wrong ways. Experimenting drugs was new to me. It was a change in my lifestyle, one that few people could relate to, and I cheered myself on for experimenting. I cheered myself on with every new substance I checked off my bucket list. Soon, I was cheering myself on when I was able to heal my dope-sickness by picking up within the first hour of the day. As I watched my friends disappear, and the cheers of their support dwindle, I lost my vigor. There was nobody left to cheer me on but myself, and my life situation was absolute garbage. It still took a long time, but soon I was cheering for the change of recovery - instead of the spare change I'd use to buy drugs. Support flowed back into my life, and soon the whole cheerleader squad was rooting for my rehabilitation.","COMMUNITY / healthy relationships,GROWTH / willing to change,PROGRESS / support ","Lost Benefit Lamenter,VULNERABILITY / support from others,Bitter Truth Taster,Hardship Hacker,Dead End Defier ,WAIT AND SWITCH / Progress",DRUGS/ALC,Nigel,male
"I was born with a clean slate – everyone is. Through emotional scars, arguments, toxic  relationships – that slate gets a few smudges on it. That's normal. The most destructive choice I made in life, though, was to start doing drugs. I didn't know that I'd dirtied my slate, because I loved what I was doing. I was getting high – all the time. I was an addict. Looking through a lens of my filthy slate, I couldn't tell this – but eventually, I had no friends, no house, and nothing left to support me but this filthy slate that I'd built my life upon. I needed a clean slate. The only way I could do that was with sobriety, so I went to detox. I scrubbed all the dirt and damage off my slate during a rigorous period of withdrawal. It hurt – I was scrubbing off things that I believed were part of myself. Still, when I was finished – when I had my clean slate – life looked a lot brighter. It was beautiful! I could appreciate beauty like never before, and now I'm able to hold on to the things I love tighter than I could before.","FREEDOM / past & let go,MINDSET / Future sobriety,CONFIDENCE /  hope & future","Bliss Kisser,NEW LIFE / POSSIBILITIES,Memory Rinser,Sobriety Soulmater",DRUGS/ALC,Nigel,male
"Cold turkey's a term named after the goosebumps that would rise on skin when a person was cold. Looked like the skin of an unplucked turkey - and that's certainly what I looked like when I was going through withdrawals. Going cold turkey is a really unhealthy way of detoxing, but it came clear to me that I couldn't wean myself down. The day my girlfriend spontaneously abandoned me to fly across the country, my landlord threatened to send a gang into my house if I didn't leave, and my truck broke down, I realized I needed to get my brain together FAST if I was going to deal with any of this. I had a bit of over-the-counter meds to help, but I was jumping off a pretty big habit into nothing. Detox was far from pleasant - but, sobriety's the most valuable thing that I now hold dear.","RESILIENCE / discomfort,SOBRIETY / costs & benefits,GROWTH / willing to change,CHANGE / courage","Cold Turkey Taster,Braverade,WAIT AND SWITCH / Small steps,Bitter Quitter,Avalanche Avenger",DRUGS/ALC,Nigel,male
