RAW,CATS,WELLGOS,FOCUS,N,GENDER
"I love economics. I really do. Cost-benefit analysis is a great tool that everyone should use. I use it in my everyday life, and I wish I had learned to better use it as a I struggled through pot addiction. I never really thought of applying this to all areas of my life until later, unfortunately, but it is a marvelous way of looking at the world. When I was smoking pot, I wasn't able to socialize. I wasn't able to go find the companionship I desperately craved most. I wasn't able to play soccer, which I love. I wasn't even able to concentrate fully on a game that I wanted to watch. I couldn't even make it through a whole match at times without wanting to smoke pot. By looking at what I was losing out on, and it was a lot, I started to see that there was life outside of this addiction, and it helped spur me on to stop what I was doing. ","TRUTH / Costs,VULNERABILITY / Connection,INNER / SELF / balance,GROWTH / willing to change","RAW SOUL REVEALER / costs,Lost Benefit Lamenter,NEW PATTERN PAINTER / motivations,VULNERABILITY / connections",POT,Jack,male
"One of the hardest things I have had to deal with in regards to my pot addiction is the fact that, at its core, it is an urge. I have resisted urges before. Everyone has. So what makes this one difficult and why can't I resist this one? That part makes me downright angry. I start to seem as if I have no control. And that downward spiral doesn't lead to anything good. It usually ends up right back at relapse. Something that has helped me is to accept that urges are normal. Once there, I can “attack” my urges. I can let them bounce off of me. And the beauty of this is that if I can resist one time, then I have a template to do it again. I know I can do it again. Here is where I start to see real progress. ","INNER POWER / Self control & willpower,INNER MASTERY / strength,URGES / tools & techniques","Urge X’r,Inner Power Allower,Inner Winner,SELF HARM / Self honesty & admit",POT,Jack,male
"Simply not being able to control when I get the craving does not make me a failure. Failure is hard for me. It goes hand-in-hand with my addiction. But just because I am addicted to pot and receive a craving to smoke it does not mean I have magically relapsed or that something awful has happened to me. Learning to combat the cravings is much more important. They are coming and they will be painful, whether I want them or not. I do a few things to help control cravings. If I am in a place or doing a certain activity that is causing my cravings, I can leave that place. This is not avoiding it. Rather, I am admitting it is a problem and leaving. I would not leave my little brother on the side of the road if he was in danger, so I am not going to leave myself to get run over, either! Another great way to channel my cravings into something positive is for me to workout. This one fits me very well because my addiction is physical, so I can help alleviate it and get healthier (in body and mind) by working out. ","CRAVINGS / vulnerability & learning,MINDSET / tolerate discomfort,WARNINGS / self aware & listen","Craver Saver / Braver,SELF HARM ALARMER / avoid triggers,NEW PATTERN PAINTER / share & learn,Courage Commander",POT,Jack,male
"Dealing with craving cramps as a pot addict is a cyclical process. This is not as prevalent as it would be for a drug user, for instance, but it is still powerful and has to be overcome. For me, I was usually mindless when I would smoke pot. If I was disengaged, it was much easier for me to slip into smoking. So, when this occurred, particularly in the morning or in the mid-to-late afternoon, or even well after supper, I would be hungry. Hunger is my enemy in my fight. When I don't fuel my body, I lose focus and sharpness. And I would start to hurt. And since I didn't want to have a relationship because of whatever my reason was at the time, I reverted to pot. So, the good part of this one for me was that I knew a great way to combat it. But it did make it very difficult because it seemingly added just another drop into a seemingly insurmountable ocean. ","MINDSET / identify weaknesses,WARNINGS / self aware & listen,CRAVINGS / will power & tools","Cravings 101'r,Autopilot Auto X’r,SELF HARM / Warnings",POT,Jack,male
"Ever seen a caffeine or even nicotine addict in need of their product of choice? Much like that, I have had pot cravings that led to crash in the past. Now, these weren't nearly as bad, for me, as most nicotine would be. That is downright cruel in its treatment of people. But I have crashed, if you will. I have craved so badly and wanted it more than anything to the point that no matter how bad I denied it, I would feel terrible. I'd be sick to my stomach, I'd even have headaches. This didn't happen all of the time to me, but they did occur. They made me want to just give up and always live with my addiction as it was. These usually happened when I encountered someone or something from my past that was either very painful. They were specific, but they were strong. Now, if I was able to overcome this craving, I learned how to overcome for the first time. And then from there, I moved forward a step toward sobriety.","AGONY,MINDSET / Future sobriety,RESILIENCE / discomfort,CRAVINGS / will power & tools","Craver Saver / Braver,Torment Terminator,Pain Abstainer",POT,Jack,male
"Very simply, “curb” means to restrain. To restrain, and to then refrain, is my ultimate goal. I don't want to continue to be powerless in the face of my comforting pot addiction. So one of the things I learned was to curb my cravings. This, like most of the other things I have learned, is easier said than done. To restrain my cravings meant to remove myself from negativity and my potential triggers. I don't simply run from my problems, however. If there are stresses or conflicts with people, I need to deal with those. Sometimes, I may need to leave a job or a school for my own good. I can't expect to take my addiction out of the equation when I continue to do everything I was doing (sans smoking pot) before! It is in this that I saw some results instantly. I couldn't expect to sit in my room, alone, with the door locked, with the lights on, in the same position as always, and expect to do anything other than smoking pot. Just by putting myself in a slightly different position is a small victory that helped me escape this addiction.","INNER POWER / Self control & willpower,WARNINGS / Avoid triggers,INNER / SELF / patterns","Cravings 101'r,Self Control 101'r,SELF HARM ALARMER / avoid triggers,WAIT AND SWITCH / Small steps",POT,Jack,male
"To minimize the craving to get high is difficult. By watching it, you don't ever really minimize your craving. It isn't like a cigarette (I know that you'll just go back to those, too). But it is hard. It's a struggle where you are climbing up hill. One of the difficult things you have to do is to stop all activities associated with it. I would lock myself in my room. So I stopped doing that. I ceased smoking of any kind, as that would trigger a craving for even more stimulation. Even a little thing, like not locking the door, could help me. Not being around smoke helped me as well. Once here, I am owning up to an issue that I want to stop, and that gives me hope moving forward. ","MINDSET / no matter what,ABSTINENCE,WARNINGS / Avoid triggers","SELF HARM ALARMER / avoid triggers,Craver Saver / Braver,COMMITMENT knitter / abstinence confidence",POT,Jack,male
"I have read about some options to help you reduce pot cravings. I will admit that I have not tried these things, but they are out there. I still believe that there would be some underlying problem that would eventually need to be taken care of, so I did not go in that direction. Instead, I reduced my cravings by getting out more, by having a social life, and by dating. Companionship is what I had wanted most, so I went on dates and had fun talking to people and learning what I wanted in a partner. This helped me reduce my cravings because, generally, I was around people that were in the same situations. So my answer was also a bright spot in that I was reducing my cravings while looking for what I truly craved the most. ","PROGRESS / future & hope,COMMUNITY / healthy relationships,VULNERABILITY / Connection","Craver Saver / Braver,Whole Soul Healer,VULNERABILITY / connections,RELATIONSHIPS / Build connections & community,NEW LIFE / POSSIBILITIES",POT,Jack,male
"Witnessing one of my own cravings was and is a very harrowing experience. It could come at just about anything. A memory is usually the catalyst, however. A memory from the “old days” of when I was watching pot regularly. Maybe even a memory from when I was dating someone. How I felt about them. How I wanted them at the time. Maybe sometimes just the name being dropped would cause this for me. And instantly my brain just remembers and bam. I'm feeling anticipation in that very moment and I want to run back to those feelings. When the craving does subside, I feel the love of my wife and appreciation I have for her. I feel this the OVERWHELMING part of the time, but I know that the cravings are there. And it can get depressing, especially when I am haunted by my past. I can't go back and change those things. I can't meet her sooner. But I can form a closer bond to her, or to a friend. It doesn't have to be a certain person. It can be any number of things. But I draw hope from the fact that if I overcome this craving, this memory, that I now know how to do it and that I can do it again. She has also witnessed this, which is heartbreaking for me. I've had to tell her that I had thoughts, to try to explain to my wife why I would even think about watching pot is awful. But she is my best friend, and I have to rely on her. If I have her support, and I do, and I talk this out and we work together, I can continue forward recovering.","VULNERABILITY / to support my sobriety,CONFIDENCE /  hope & future,BABY STEPS / Help & support","Memory Rinser,Hope Harvester,VULNERABILITY / support from others,NEW PATTERN PAINTER / share & learn",POT,Jack,male
"Throughout the years of my pot addiction, I have been able to see patterns and cycles form. Initially, I started it just because I enjoyed it. But soon after, it became a crutch for me. I had a hard time getting over the divorce of my parents. In turn, I felt like there wasn't true “love,” and that I'd just never find it anyway. So that led to my addiction. As things continued to seemingly spiral out of control to me, I began to use every difficult situation in my life as an excuse or a reason to watch. Soon, I began to hate myself for watching. That caused a cycle of despair that ended us, you guessed it: watching pot. But there was a silver lining: at least I knew that this was happening to me, that it was a crutch. At least I felt bad enough to start to care. And that led to actually doing something substantial about it.","CHANGE / self love & true self,INNER / SELF / patterns,DESPAIR","Inner Motor Motivator,New Pattern Painter / grit & progress,Excuse Nuker,Bad Habit Butcher",POT,Jack,male
"I remember that day. I remember a few days. I messed up. Big time. My pot addiction had gotten the best of me again. And I remember not the pot I smoked or the brief elation that came with it, but having to confess to the damage I had done to someone else. Sometimes, this came way after the fact for me. Because of my pot addiction I had a slanted view of the world. It was distorted, like a funhouse mirror that had taken every bit of fun out of it. I had to confess about what I had done. Not just for them but for me. I had to let myself off the hook for the past, as I could not change what I had done. I had to apologize to people for the way I thought of them or treated them. But that was for me. I couldn't continue to do the same thing over and over. Allowing myself to hurt someone because of my pot addiction only to use that to redouble my addiction is inexcusable. ","CONFESSION / damage & hurt,VULNERABILITY / learning and mistakes,TRUTH / dark past","Relationship Dedamager,CLOSET CONFESSOR / Face truths,RAW SOUL REVEALER / past mistakes,Bitter Truth Taster",POT,Jack,male
"I'm a very terrible craftsman. I'm much better at tearing things apart. I think, through my experience, that most of us are. I love to destroy stuff. It's much easier to be Darth Vader than Luke. So repairing the damage that I caused has always been difficult- it's almost as bad as the addiction itself. Through my pot addiction, I hurt my wife. I had to explain and repair the damage that it caused her. I had to tell her that the things I did, some of them some of them disappointing, some of them just plain out dumb, were not realistic expectations and that I didn't want that.  I didn't want to call her names- besides beautiful or gorgeous. I had many nights where I had to talk things out and explain to her things, explain to her why I did what I did, explain to her what I did even in years prior to meeting her. It is not fair, but I caused her damage and fixing it was very difficult and rewarding because we could truly talk about anything as a result of this. ","CONFESSION / damage & hurt,HEALING,WORTHINESS / connections & sharing","Damage Doctor,Relationship Redeemer,RAW SOUL REVEALER / past mistakes,VULNERABILITY / admit",POT,Jack,male
"Some people in today's world would rather avoid triggers than even acknowledge them. I don't like to hear negative things about me or my loved ones, my beliefs, or my actions. However, avoiding them doesn't mask the fact that they happen. I know they happen, and I must accept it and know that it is a part of my life. My pot addiction can't be kicked simply by avoiding all adversity in life. The reason why is this: when I smoke pot, I am locked up alone; when I avoid triggers, I am alone. I am already more than half way toward going back to my addiction. I must acknowledge my trigger and meet it as best as I can by looking it in the face and saying no. What this means is resisting the urge to check in on people from my past. It means staying away from things that triggered my addiction. This is very hard for me because it takes a very strong will. I'll show you the example I have in mind. The show Marco Polo on Netflix. I watched the first season before I got married. It was an awesome show. It was a little gory and it had some nudity, which honestly, I could do without. As a result, now that I'm married, I haven't watched it. There are two triggers there. Number one, if my wife and I get into an argument about the nudity it will cause issues. Number two, the nudity itself COULD trigger me. Now this isn't always the case. I am not a caveman that salivates at everything. So, it is a delicate balancing act that is troubling and triumphant at the same time. ","MINDSET / will power,INNER MASTERY / self control,WARNINGS / Avoid triggers,TRIGGERS / awareness","Trigger X’r,COMMITMENT knitter / above all else,Self Control 101'r,SELF HARM ALARMER / avoid triggers",POT,Jack,male
"Sensing triggers in my life is massive. I want to avoid triggers to a degree, but I must still acknowledge them for what they are. However, there are some pot addiction triggers that I can get rid of. I can get rid of my urge to get high by watching more family-oriented shows or movies. I can look away when I feel tempted. I can give my laptop to someone else for the day. I can go and spend all of my time in the company of others. Eliminating triggers that I can control is good for me, and is something I do to keep myself sane. I decide to watch shows and movies that my wife and I can enjoy, or sports. In other words, I can forgive the man that robbed the bank, but I refuse to give him control over the vaults.","INNER MASTERY / self control,CONFIDENCE / action & behavior,TRIGGERS / tools & techniques","Triggers 101'r,Self Control 101'r,COMMITMENT knitter / laziness & effort,Soul Controller",POT,Jack,male
"Knowing what triggers my addiction helps me stay focused on myself instead of allowing the addiction to pot control me. If I know that I've gotten into an argument with my wife and that she has left, I know that that will trigger my urge. This is a huge one for me. I simply don't want to be left alone when I am feeling down on myself. In order to combat this, I acknowledge that this is a trigger and then ask her to help or ask to go with her. Resolving my problem, or at the very least, trying to resolve it is better than letting my addiction take over. It is my comfort, after all, so I don't want to go back to the easy comfort. I want to run toward the comfort of fighting my addiction, which for me, is my wife. That's not to say that it's easy. It's very hard because that suddenly becomes all I want. However, there is hope in knowing myself and knowing what bothers me most after years of finding out what makes me tick as a person.","TRIGGERS / awareness,MINDSET / identify weaknesses,WARNINGS / self aware & listen","Trigger Auditor,New Pattern Painter / confidence & awareness,Self Awareness Awakener,Problem Soul-ver",POT,Jack,male
"Losing the trigger that makes me turn to pot addiction is a task that was much easier written than done. I had to really work hard, and I still do have to work hard to keep it away. To lose a trigger, I had to first understand that my addiction was a byproduct of pain and stress and possibly anxiety. My addiction comforted me. When I should have been turning to other things to comfort me, my addiction had already weaseled its way closest to me, and it was as if I had no other choice but to go with it instead of church or family or sports. Another thing to watch out for is not to let the triggers of stress and/or pain depress me too much. The reason: this is part of my own personal cycle where if I am trying to escape, I can get caught up in it yet again. Now, I can't control when someone dies or when work gets tough. That's just life. I'm always going to have adversity. But I can find new ways to lose triggers. New people, places, things, and activities can help me as I try to move forward with my life.","INNER / SELF / patterns,TRIGGERS / confidence & strength,RESILIENCE / reaction & behavior","Trigger X’r,Adversity Ninja,Challenge Ninja,New Pattern Painter / grit & progress",POT,Jack,male
"Much like trigger-point therapy when I went to the chiropractor or to rehab for an injured elbow, trigger pointers are triggers, such as emotions, thoughts, or actions, that not only trigger my urge to act upon my pot addiction, but also cause me to feel a certain way. These are particularly strong, and they are very hard to resist because they are so intense. It may well be the worst part, and best part of trying to free myself from this addiction because of this crazy phenomenon. I felt almost like I was smoking because I tingled and even had euphoric feelings. This feels good because it's like a free ride without doing it, so it is also enjoyable. The key is not allowing myself to continue to go toward the addiction. It feels so good that it's easy to just decide to go all of the way with it. It's like getting a free can of coke out of the vending machine when you only a dollar in your name. You happily take the coke, but you know you don't need another. Do I buy another one? It'd be awful easy. Dealing with trigger pointers is very prevalent in overcoming pot addiction, particularly early on. But as I have went on, the urge has decreased more and more, and as a result they aren't nearly as intense. ","TRIGGERS / confidence & strength,INNER / SELF / awareness,INNER MASTERY / self control,CRAVINGS / will power & tools","Compulsion KO’r,Temperance Tester,Trigger Trespasser,Self awareness / habits & behavior",POT,Jack,male
"Shrinking that big bullseye on your back is a challenge for any addict. Figuring out how to keep away from pot was and is still, sometimes, a challenge. But by shrinking my triggers, I found some hope. Something helpful that comes to mind for me is not allowing myself to be too swept up into emotions. Now, I have to be careful about this. Because I began watching pot because of a lack of emotion, I can't go too far. I did start, after all, because I didn't believe sex and emotion had anything to do with one another because of what I saw and perceived. But in order to shrink my trigger, I can't let just any sudden change in my life derail everything. Even positive events that happen suddenly could make me feel so happy that I'd want to continue that happiness by falling back into habit. I mean it'll last longer, right!? By the same token, those negative life events that are usually the catalyst also have to be dealt with, so this is a delicate balance.","INNER / SELF / balance,MINDSET / obstacles & challenge,HARDSHIP,RESILIENCE / reaction & behavior","Trigger Auditor,I-examiner - reactions & behavior,Challenge Ninja,Adversity Avenger,Problem Primer",POT,Jack,male
" Once I identified my specific pot triggers (they are going to be various and numerous but different for each person), my next step was to track those triggers. I can honestly say that I didn't write this stuff down or type it or record it in any way. I wish I had. I wish I had it to show you. I have pages and pages of workout notes, but none with this sort of information. To be able to look back at my progress would be downright rewarding, so that's just a thought from a mind-logger. I tend to do that all too often. At any rate, I tracked when my triggers occurred, their severity, and how long they lasted. Sometimes the triggers were short. I was either too busy or they weren't all that appealing to me. Other times, they were long and drawn out, and they had me very antsy. They did start to make a pattern. And oftentimes they occurred in moments of complete solitude, telling me I had to have it. Tracking my triggers helped me move forward toward refusing to give into them. Another huge factor for me is tracking my sleep, which I found was a part of my addiction. If I slept well, I wasn't as empty-minded, and I had a much better chance at resisting my triggers.","MINDSET / Clear headed,TRIGGERS / tools & techniques,INNER / SELF / awareness","Trigger Auditor,I-Examiner,Self awareness / habits & behavior,Reactions Auditor,Pattern Interrupter",POT,Jack,male
"After I identified my triggers, each and every specific one, and they were numerous, and tracked them to see when, where, how, and even why they occurred, I could being to try and transcend them. This is much easier said than done, and was one of the most difficult things I had to do. In this, I am trying my absolute hardest to rid myself of pot addiction. Getting to this point is already a major victory for me, but I don't stop here because my work is incomplete. To transcend those triggers, I had to find ways to avoid them. Ways to go around them. Not ways to run from the problem, rather these were ways to resolve the problem(s) in a healthy manner. This is much easier said than done, and it can get troubling, but once I have reached this point it's hard to get depressed. For example to transcend a trigger, I could go talk to someone. Let it all out. I could talk about anything. Being out of my room was a great start, after all. Transcending it just one showed me something big. Once I got here, I knew I had a stable support system in place, and that I could do it.","TRIGGERS / confidence & strength,WARNINGS / Avoid triggers,GROWTH / successes,BABY STEPS / Accomplishments","Trigger Trespasser,The Successcalator,Problem Primer,VULNERABILITY / support from others",POT,Jack,male
"Learning how to transform my triggers into positive things, thoughts, and activities- and not toward feeding my addiction to pot- was a very scary thing to do. In order to do this, I had to walk right up to the belly of the beast. I had to confront those thoughts and feelings that led me to fall. But in doing so, I learned how to transform. I learned how to overcome. I learned, for example, that instead of thinking about my anxiety over pot, that I should think about it is a blessing to come. That came true in the form of my wife. I also take the trigger to physically “take care of myself” and transform it by working out. This is also a physical activity, and it is one that can tire you out, so it became a way to transform my triggers into something good and positive for me. Furthermore, I took the trigger of pain and loss of various family members, friends, and friendships/relationships, and looked back in an appreciative manner. I thanked God that I had the chance to spend time with them for the time I did, and I became thankful for the things that I learned that helped me become a better person. I know it is tough to be a “glass half full” person. I fought it for many years, and I think that's ultimately the reason I became a pot addict. But looking at the world in a positive manner makes a ton of difference in your life. ","INNER MASTERY / tools & processes,TRIGGERS / confidence & strength,OPTIMISM,GRATITUDE / for others","Trigger Transformer,THOUGHTS / positivity,Braverade,Scary Stepper,NEW PATTERN PAINTER / share & learn",POT,Jack,male
"I remember having to face the truth of my pot addiction. I mean totally having to face the truth of it. Knowing that I'd have this the rest of my entire life was and is still is downright scary. There will always be that temptation to look toward other things and to smoking. And that is very hard and it is depressing. My wife knows. Telling her and the other maybe handful of people ever sucked. I don't take that word lightly. It's not a professional word, but it conveys my desperate point. Knowing all of the time I squandered also makes me hurt deep down inside because I can't get that back. But in that is the beauty of this. This is my past. I can't change that. But I can make sure it doesn't control my future, no matter how hard the obstacles are. I can talk to people, who are numerous and everywhere. We all have a support system nowadays via the internet. I happen to have a great one at home. I am very lucky with that. I can have confidence-not arrogance- that I can move past my previous life. ","CONFIDENCE /  hope & future,TRUTH / dark past,CONFESSION / damage & hurt","Bitter Truth Taster,CLOSET CONFESSOR / Share & support,VULNERABILITY / Radical self honesty,Lost Benefit Lamenter",POT,Jack,male
"Putting the shoe on the other foot is always a great way to make sure that I see things from the perspective of others. This is also, in my estimation, the golden rule. This is how I believe we all should live. Something that I have found helpful in my life is to put one the shoe of someone else and look at myself. Of course, I know my secrets that others don't but just bare with me. If someone else knew I was a pot addict, that I wasted countless hours, that I couldn't escape this, what would they think of me? What would my friends, family, potential employers think? When I lift the hood from myself, I was plain disgusting. I received little to no joy from this addiction, yet I couldn't stop myself. But this, this represented a chance to look at myself in a new way. Maybe I could see myself as others see me. As just another person. Maybe I could let it go for once, and then move past it. I could see myself as others would- a clean slate, tabula rasa, and I would take advantage of this second opportunity by doing what I want with my life. By spending my time better, by helping others, by looking more positively on myself and my life in general. ","MINDSET / Perceptions,INNER / SELF / beliefs & insight,TRUTH / self honesty","RAW SOUL REVEALER / past mistakes,Deep Down Diver,Inner I-Opener,Perspective Detective",POT,Jack,male
"Up and down. Hot and cold. On and off. That's how I felt on many days. Did I or do I really want to stop and/or stay stopped? Do I want this pot addiction to stop having control over me so that I can have control over it? Some days the answer was an emphatic yes for me. Other days were very difficult. I didn't want to do anything but go back to my comforts. And that comfort was smoking for a couple of hours. For me, this is one of the worst and most depressing parts of being a pot addict. I have to face the question every moment of every day because I don't seem to ever forget. I never fully escape the sensations. I have to concentrate so hard on what I'm doing in the moment. While this is no doubt depressing, it is also a signal that I am pointed into the right direction because I am now thinking about stopping, and that is only a good thing for me. ","URGES / moods & emotions,MINDSET / obstacles & challenge","Challenge Ninja,Temperance Tester,Moody MF’r,Bipolar Coaster",POT,Jack,male
"The advantage of having a pot addiction (there aren't very many), is that I don't necessarily have as much of a chemical dependency on the activity as a substance abuser would. While I do have urges, and I do want that euphoric high, or that comfort to fall back on, it isn't so much a chemical imbalance that makes me feel bad. This makes it more about me controlling my urges. This gives me a chance to stop what I'm doing and get help from a whole myriad of options. The chance I have is to take my emotions and my stress and to talk about it and let it out. That's the reason I wanted to share this with you. This is therapeutic. I can open up. There is absolutely no shame in talking about problems. I used to believe that I had to be the one that had it all together. I was the guy that got the soccer scholarship with straight A's. I was the college graduate. I was the man in the middle of the divorce holding my family together, so I thought. I was supposed to have this perfect image, and thus I couldn't talk about my problems because they were somehow less than the people around me. In the age of the internet, there is absolutely zero excuse for this phenomenon. It was all too easy for me to smoke for pot for hours, but I couldn't search for even an anonymous chat room or a group or forum to help myself? Learning that taking any of these steps to deal with these emotions is better for me than smoking pot was a very large step into the right direction. ","URGES / moods & emotions,VULNERABILITY / to support my sobriety,CONFIDENCE / action & behavior,SHAME","Urge Purger,WAIT AND SWITCH / Progress,Self awareness / confidence to admit,The Deshamer,VULNERABILITY / support from others",POT,Jack,male
"When I was a kid, my mom had a quote she always told me and even had posted. It was something like “life is ten percent what happens to me, and ninety percent how I react to it.” That was Charles Swindoll, by the way. My attitude is what I want it to be. How I react is ultimately up to me. While my pot addiction is a disease, it did start somewhere. While I can't block urges, I can learn how to cope with them by having an attitude of positivity. If I can in to the situation where I encounter an urge with a depressed, or even, a sarcastic type of attitude, I will have a much more difficult time combating my urge. If I walk out on to the field for a game and I believe I am going to lose, the chances are that I'm going to lose. Part of overcoming my addiction is by being happy, or at least more positive, and trying to have an outlook on life that says “I can do this!”","OPTIMISM,SELF ESTEEM / beliefs,MINDSET / Perceptions","I-Can-ographer,THOUGHTS / positivity,Attitude Alchemizer,Urge Purger",POT,Jack,male
"One of my favorite silly movies is The Replacements. It's basically a comedy with one great, serious scene about fear. They ask what each person is afraid of. They say all kinds of stuff. To name your fears is tough. I tend to mask mine, to just about half truths about them. I will say that I'm afraid of losing. Or that I'm afraid of being alone. But really I am afraid of failure. That is my overarching fear. I am afraid of failing in anything. It is really hard for me to say that. To be vocal is tough. So, to own up and name off that I have the urge to get high is huge. It doesn't mean that I am a terrible person. To the contrary, I am saying to someone-or myself- that I have the urge and that I need help. This is glorious because it lets that person know that I want help and I want you to be there with me. I have done this in my life to people I had close relationships with. And this made all of those relationships better and closer because of my transparency and willingness to name my urges.","TRUTH / self honesty,VULNERABILITY / learning and mistakes,URGES / support & help","Blunder Blesser,SELF HARM / Self honesty & admit,VULNERABILITY / support from others,Urge Namerizer",POT,Jack,male
"I hate resisting urges. I love to drink Sprite. I love to eat candy on occasion. I (used) to love to smoke pot. Yep, I did. At least for a short time before it became just an addiction. It's very tough for me to say no. The Sprite makes me gain weight and it slows me down. The candy does the same and it eats up my wallet. It's easy, in comparison, to give up those two. But my pot addiction is harder. Because it is an addiction. It is tough. It is a crutch. It is something I want and sometimes need. Or at least I feel like it. And reality is my perception of it. So resisting urges is hard for me. The bright spot I see when I do resist an urge, even if it only lasts a little while, is that I am telling myself that this hurts everything in my life. It hurts, no ruins, my social life, and I want one worse than anything. That is my hope. I don't want to ever hurt my wife again, and I would never and have never done it on purpose. I haven't said to myself “she’s boring I need to seek something else.” That's never been what pot was about for me. It was about finding something where I fit in. It was about being able to finally have a “self acceptance.” Not that it really was. And while all of that was a lie, an illusion, it made me feel good and it helped for a short time. Resisting the urge of comfort is the thing that I am most worried about. Because it is the easy thing to do now for me. It's very easy. Comfort is easy. Laying on a nice, soft bed is easy. That's pot. But to lay down on the bed of thumbtacks that is life without pot gives you a new perspective, and it soon makes you realize that you're actually in a pretty good place. ","CHANGE / motivations,DELUSION,URGES / tools & techniques,MINDSET / tolerate discomfort","Urge Purger,Delusion Detector,Torment Terminator,Compulsion KO’r,Temperance Tester,NEW PATTERN PAINTER / motivations",POT,Jack,male
"Urges are very similar to waves we see on the ocean. They come and go. They are up and down. They vary between intensities. Some move me great amount, others move me very little. With my pot addiction, I can help myself avoid the urge by “surfing” through it. This is a very difficult technique because it takes me to the gate of my urges. But if I do it correctly, I can surf through my urge. I think about the sensations that come with smoking pot. As I smoke what do I feel? In truth, very little. I think about this and think is this really what I am missing? That's not that much. I can do this. I think about the momentary euphoria that I get when I'm finished, yeah that's OK. But soon after, and I mean SOON after- like directly- I start to feel ashamed as I trudge away. I think to myself again, is this really something I need or even want? By doing this, sometimes for up to 30 minutes at a time I can outlast my urges and move past them to accomplish the things I want to in life. ","INNER / SELF / balance,FREEDOM / peace & harmony,URGES / moods & emotions,CHANGE / mental confidence","Emotions Elixir,Inner I-Opener,WAIT AND SWITCH / Emotions,Urge Auditor",POT,Jack,male
"I have learned that I am able to erode any urges that arise. This is a process that is incredibly important, as urges put us at high risks to relapse. My personal urges have no ground to stand on simply because I have consistently replaced them with ongoing recovery and abstinence from drugs and any mind-altering substances. When I hear the term erode, I think of the earth and its ever-changing shape stemming from the natural elements that wear on it. My recovery is much like the water in a stream. It is constantly moving forward, it is powerful, and it removes everything in its path.","SOBRIETY / celebrate & progress,URGES / tools & techniques,CONFIDENCE /  hope & future,INNER POWER / Self control & willpower","Urge X’r,New Pattern Painter / confidence & awareness,Inner Motor Motivator,Compulsion KO’r,The Momentumizer ",DRUGS/ALC,Jen,female
"My motivation for change traces all the way back to where my addiction began. My motivation for change exist in those deep dark moments of Silence waiting for that drug to kick in and numb my pain. My motivation for change lives and breathes in those moments of despair and physical and mental withdrawal. Yes I have had some incredibly frightening, sad, and depressing experiences, and these very experiences I use as fuel for my sobriety and abstinence from drugs today. I am not going back to those dark places. I’m not going to put myself in a position of being in withdrawal from drugs. In order to be within the withdrawal process this means I would have to pick up and use. Today I choose sobriety. Today I am strong and am proud to choose another route, even if it is not physically or mentally comfortable at the time. My feelings and emotions were meant to be felt, not smothered. I have faith that even though the emotions and feelings I experience are uncomfortable. I know they are what makes me human. Today I am motivated to change because I am motivated to feel.","EMOTIONS,CHANGE / motivations,MINDSET / no matter what","Emotions X-rayer,Feelings Fantasizer,Killer Kickstarter,The Dynamotivator",DRUGS/ALC,Jen,female
"I cannot make decisions on the drop of a hat when it comes to my recovery. Today I will embrace the moment and will weigh the risk/reward. Making instant decisions is a threat to my recovery, especially early on in my recovery when my thoughts and behaviors are still changing and adapting to a life free of drugs/alcohol. I am a direct product of my decisions, and I am in the process of make positive changes in all areas of my life; no matter how quickly a situation presents itself, I trust myself to decide with clarity and complete competency.","BENEFITS / COSTS,MINDSET / obstacles & challenge,INNER POWER / Decisions,INNER / SELF / awareness","Instinct Interrogator,Gut Gutter,Mentality Mender,I-examiner - motivations,THOUGHTS / aware & examine",DRUGS/ALC,Jen,female
"I nip negative thoughts in the bud whenever they arise. If I retrain my mind, then that must mean I am stronger than my mind. When I was consumed by negativity in addiction, I used to tell myself I wasn’t worthy of a happy life, because if I was, I would’ve found it already. But in actuality, I wasn’t putting the footwork in to achieve anything. It was not until recovery, when people started telling me, and I started seeing, how people change their life. It’s about action. Showing up for life is how you receive all of the perks of life. If I’m not there and be apart of, how will I receive the benefits? I stay positive now, but not just in thought, in action. When focus on doing, rather than thinking and sulking, life gets better.","CHANGE / action & behavior,CONFIDENCE /  hope & future,WORTHINESS / new life & future","The Wellectrifier,Negativity Ninja,Inner Motor Motivator,I-examiner - reactions & behavior",DRUGS/ALC,Alys,female
"Condemning people by constantly judging them is something that I cannot afford to do. When I am feeling fearful, I can sometimes allow jealousy to creep into my thoughts. I don’t ever feel jealousy in my marriage, but often more financial jealousy of others. I have what I need, but can get sucked into wanting more and assuming because someone has more than me, that they are happy. Peoples’ outsides do not always show the pain that is going on underneath. Focusing on my own side of the street is safer for my recovery that focusing on what everyone else has. I will not find peace and serenity in possessions - that comes from within. The more I focus on my own growth, the better my life will become.","GROWTH / motivation & boosts,JEALOUSY,JUDGMENTS","Judgment Junker,Lack Hacker,Jealousy Jolter,Inner I-Opener",FOOD,Shar,female
